,name,price,release,mileage,color,transmission,drive,wheel,condition,owner,pts,customs,brand,body,number_of_door,engine_displacement,engine_power,fuel_type,sample
4761,Lacetti,315000.0,2010.0,111893.0,серебристый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Chevrolet,хэтчбек,5,1.6,109,Бензин,1
4762,Logan I Рестайлинг,319000.0,2011.0,90000.0,серый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Renault,седан,4,1.6,84,Бензин,1
4763,Qashqai I Рестайлинг,879000.0,2013.0,69926.0,фиолетовый,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Nissan,внедорожник,5,1.6,114,Бензин,1
4764,Kaptur I,819000.0,2017.0,90000.0,коричневый,вариатор,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Renault,внедорожник,5,1.6,114,Бензин,1
4765,Tiguan II,1934000.0,2019.0,5180.0,белый,роботизированная,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Volkswagen,внедорожник,5,1.4,150,Бензин,1
4766,(ВАЗ) 2110  Богдан,110000.0,2010.0,75000.0,синий,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,седан,4,1.6,81,Бензин,1
4767,7 серии  VI (G11/G12) Рестайлинг 730d xDrive,7619999.0,2020.0,799.0,серый,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,BMW,седан,4,3.0,249,Дизель,1
4768,Maybach S-Класс  I (X222) Рестайлинг 450,10100000.0,2018.0,7003.0,чёрный,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Mercedes-Benz,седан,4,3.0,367,Бензин,1
4769,i30 II,599000.0,2014.0,102000.0,серебристый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Hyundai,хэтчбек,5,1.6,130,Бензин,1
4770,Civic VIII,449000.0,2008.0,237280.0,чёрный,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Honda,седан,4,1.8,140,Бензин,1
4771,X-Trail II Рестайлинг,753000.0,2011.0,171464.0,серебристый,вариатор,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Nissan,внедорожник,5,2.0,141,Бензин,1
4772,Q3 I (8U),1179000.0,2013.0,84000.0,синий,роботизированная,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Audi,внедорожник,5,2.0,170,Бензин,1
4773,X6  II (F16) 30d,3069000.0,2014.0,57902.0,белый,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,BMW,внедорожник,5,3.0,249,Дизель,1
4774,3008 I Рестайлинг,1059000.0,2016.0,81102.0,чёрный,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Peugeot,внедорожник,5,1.6,150,Бензин,1
4775,Orlando I,805000.0,2012.0,98050.0,белый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Chevrolet,компактвэн,No_inf,1.8,141,Бензин,1
4776,3 серии  VI (F3x) Рестайлинг 320i xDrive,1679000.0,2016.0,90300.0,чёрный,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,BMW,седан,4,2.0,184,Бензин,1
4777,Terrano III (D10),952000.0,2016.0,75000.0,серый,механическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Nissan,внедорожник,5,2.0,143,Бензин,1
4778,Genesis II,1679000.0,2015.0,23172.0,белый,автоматическая,задний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Hyundai,седан,4,3.0,249,Бензин,1
4779,Megane IV,999000.0,2016.0,131500.0,чёрный,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Renault,универсал,5,1.5,110,Дизель,1
4780,Leon III,670000.0,2013.0,91804.0,серый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,SEAT,хэтчбек,5,1.2,105,Бензин,1
4781,Ceed II,718000.0,2014.0,139000.0,белый,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Kia,хэтчбек,3,1.6,129,Бензин,1
4782,Civic VIII,449000.0,2008.0,237280.0,чёрный,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Honda,седан,4,1.8,140,Бензин,1
4783,(ВАЗ) 2112,65000.0,2006.0,188646.0,серебристый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,LADA,хэтчбек,5,1.6,90,Бензин,1
4784,Camry VI (XV40) Рестайлинг,799000.0,2011.0,108000.0,серый,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Toyota,седан,4,3.5,277,Бензин,1
4785,Fiesta Mk6 Рестайлинг,620000.0,2017.0,63964.0,белый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Ford,хэтчбек,5,1.6,105,Бензин,1
4787,Q7 I (4L),980000.0,2007.0,257000.0,серый,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Audi,внедорожник,5,3.0,233,Дизель,1
4788,(ВАЗ) Vesta I SW,695000.0,2018.0,23000.0,серебристый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,LADA,универсал,5,1.8,122,Бензин,1
4789,Tiguan II,2190000.0,2018.0,20700.0,серый,роботизированная,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Volkswagen,внедорожник,5,2.0,180,Бензин,1
4790,Passat CC I,750000.0,2009.0,106000.0,чёрный,роботизированная,полный,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,Volkswagen,седан,4,3.6,300,Бензин,1
4791,CrossEastar (B14),349000.0,2013.0,126000.0,синий,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Chery,компактвэн,No_inf,2.0,136,Бензин,1
4792,2 серии Grand Tourer Gran Tourer F46 220d,1650000.0,2016.0,91000.0,белый,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,BMW,компактвэн,No_inf,2.0,190,Дизель,1
4793,Kyron  I Рестайлинг 5-speed,629000.0,2010.0,127455.0,чёрный,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,SsangYong,внедорожник,5,2.0,141,Дизель,1
